ID,DemAffl,Dem Age,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,Target Amt
0008049238,13,53,04,A,U,Midlands,Midlands,Silver,3000,6,0,0
0008050155,10,,35,D,F,South East,London,Gold,15000,4,0,0
0008050368,11,31,14,B,M,South East,London,Tin,0.01,,0,0
0008051518,10,53,27,D,F,South East,London,Gold,6000,2,1,1
0008051828,11,31,48,F,F,Midlands,Midlands,Tin,0.01,5,0,0
0008054185,8,39,42,E,,Midlands,Midlands,Silver,1200,6,1,1
0008055386,15,62,27,D,F,Midlands,Midlands,Gold,6000,5,1,1
0008057109,9,52,51,F,F,Scottish,N Scot,Silver,5000,6,0,0
0008062005,6,23,04,A,F,South East,London,Silver,1000,1,0,0
0008062560,8,55,52,F,F,North,Yorkshire,Silver,20,19,0,0
0008063699,6,68,09,B,F,Scottish,C Scotland,Gold,10000,6,0,0
0008065101,8,70,40,E,F,South East,London,Gold,6075.13,21,0,0
0008066868,15,28,22,C,,South East,London,Silver,3000,3,0,0
0008070261,5,48,20,C,M,Midlands,Midlands,Gold,6000,1,0,0
0008073104,9,36,53,F,F,South East,London,Tin,0.01,8,0,0
0008075018,11,34,49,F,,Midlands,Wales & West,Silver,420,4,0,0
0008077711,14,40,32,D,F,South West,S West,Silver,600,8,0,0
0008080232,7,43,36,E,F,Midlands,Midlands,Silver,4000,1,0,0
0008080968,6,37,22,C,U,,,Silver,2000,4,0,0
0008081190,11,48,52,F,M,South West,S West,Tin,0.01,5,1,2
0008083800,7,50,,,F,Midlands,Wales & West,Tin,0.01,4,0,0
0008084971,6,63,09,B,U,South East,London,Silver,3000,8,0,0
0008093725,4,48,27,D,,South East,London,Silver,75.01,5,0,0
0008094608,9,48,,,M,North,N West,Silver,100,14,0,0
0008095590,5,69,23,C,U,Midlands,East,Silver,1500,12,0,0
0008096295,20,32,04,A,F,South East,London,Gold,13420,8,1,3
0008096899,9,52,12,B,,North,Yorkshire,Tin,0.01,5,0,0
0008097895,6,74,07,B,M,Midlands,East,Gold,8053.36,31,0,0
0008098336,7,34,35,D,F,North,N West,Silver,860,8,0,0
0008100624,10,44,27,D,F,South East,London,Gold,12000,1,1,1
0008101213,16,60,28,D,F,Midlands,East,Silver,2500,2,1,1
0008102708,17,34,53,F,F,Midlands,Midlands,Silver,2000,12,1,2
0008106525,8,42,32,D,F,Midlands,Midlands,Tin,0.01,8,1,1
0008107378,11,50,41,E,F,South East,London,Silver,3000,4,0,0
0008108404,10,39,13,B,M,South East,London,Gold,8035.46,,0,0
0008108897,10,37,50,F,F,Midlands,East,Tin,0.01,7,1,1
0008109397,,50,16,C,F,Midlands,Midlands,Tin,0.01,9,1,1
0008112134,11,57,22,C,,South East,London,Tin,0.01,9,0,0
0008113254,8,60,12,B,M,Midlands,Midlands,Gold,6000,8,0,0
0008115796,11,36,12,B,F,Midlands,East,Tin,0.01,8,1,1
0008116059,7,55,38,E,F,South East,S & S East,Tin,0.01,11,0,0
0008126011,9,31,38,E,F,South East,London,Tin,0.01,5,1,1
0008126658,10,,25,C,F,,,Gold,5300,2,0,0
0008128154,7,32,19,C,F,North,N West,Silver,1000,5,0,0
0008130248,5,60,33,D,F,Midlands,Wales & West,Silver,2000,9,0,0
0008134693,7,77,06,B,F,South East,S & S East,Silver,5000,5,0,0
0008134928,5,56,44,E,F,South East,London,Gold,12000,22,0,0
0008137005,3,58,55,U,F,South East,London,Tin,0.01,5,0,0
0008139539,14,,17,C,F,South East,S & S East,Tin,0.01,8,1,2
0008141916,6,48,08,B,,South East,London,Gold,6053.35,15,0,0
0008144036,7,56,37,E,F,Midlands,East,Tin,0.01,4,0,0
0008146918,10,76,04,A,F,South East,London,Gold,13000,4,0,0
0008147221,8,55,05,B,F,South East,London,Silver,500,19,0,0
0008150710,7,30,34,D,M,Midlands,East,Tin,0.01,6,0,0
0008153361,10,62,01,A,M,North,N West,Gold,6000,4,0,0
0008154007,4,65,38,E,M,North,Yorkshire,Silver,3000,8,0,0
0008154538,7,59,53,F,F,South East,S & S East,Silver,780,11,0,0
0008158428,7,46,10,B,F,South East,London,Tin,0.01,8,0,0
0008158541,14,59,15,B,F,North,N East,Gold,9000,8,1,1
0008160260,8,62,10,B,F,South East,London,Gold,9000,8,0,0
0008164371,10,61,17,C,M,Midlands,Midlands,Gold,15969.54,6,0,0
0008166528,8,37,53,F,M,North,Yorkshire,Tin,0.01,8,0,0
0008166706,7,67,12,B,F,North,N West,Gold,8031.18,4,0,0
0008170479,3,57,17,C,F,South East,London,Platinum,21000,3,0,0
0008171246,11,,39,E,F,North,N West,Tin,0.01,8,1,2
0008175233,6,44,51,F,M,Midlands,Midlands,Tin,0.01,4,0,0
0008179166,6,73,44,E,M,Midlands,Midlands,Silver,2000,4,0,0
0008180806,4,49,34,D,F,South East,S & S East,Gold,6000,4,0,0
0008181187,12,60,18,C,M,Scottish,C Scotland,Tin,0.01,5,0,0
0008182396,9,74,27,D,M,South East,London,Gold,19904.9,3,0,0
0008184607,7,60,06,B,,South East,S & S East,Tin,0.01,8,0,0
0008192340,6,48,04,A,F,North,N West,Tin,0.01,9,0,0
0008198624,4,43,47,F,F,South West,S West,Tin,0.01,4,1,1
0008200017,12,73,34,D,F,North,N West,Gold,6053.35,5,0,0
0008201692,12,49,10,B,F,South East,London,Tin,0.01,8,0,0
0008207062,16,30,52,F,F,North,N West,Tin,0.01,5,1,1
0008213321,9,57,04,A,F,South East,London,Silver,3000,8,1,1
0008214875,11,79,43,E,,Midlands,Wales & West,Silver,1000,4,0,0
0008215626,11,45,51,F,F,South East,London,Gold,15679.84,14,0,0
0008216142,7,31,12,B,F,Midlands,East,Silver,550,2,1,1
0008217181,6,47,52,F,F,North,N West,Gold,6000,2,0,0
0008217602,6,31,,,F,Scottish,N Scot,Tin,0.01,5,0,0
0008220611,11,39,38,E,,South East,London,Tin,0.01,7,1,1
0008222703,13,49,28,D,F,Scottish,N Scot,Tin,0.01,5,0,0
0008228795,3,76,15,B,F,Midlands,Midlands,Tin,0.01,29,0,0
0008229635,9,53,05,B,F,South East,S & S East,Gold,13000,,0,0
0008231125,11,,24,C,M,Midlands,Midlands,Tin,0.01,7,0,0
0008234159,11,50,20,C,M,Midlands,East,Silver,2000,5,0,0
0008236283,7,48,03,A,U,South East,London,Gold,15000,3,0,0
0008242127,5,57,40,E,F,South West,S West,Silver,2320,8,0,0
0008245193,6,38,20,C,M,Midlands,Midlands,Silver,1000,1,0,0
0008248532,14,39,07,B,M,South East,London,Silver,3842,1,0,0
0008249865,6,68,53,F,M,North,N East,Tin,0.01,7,0,0
0008250235,6,,17,C,F,North,N West,Tin,0.01,5,0,0
0008252947,6,46,38,E,,North,N West,Gold,9000,3,0,0
0008262381,8,45,34,D,F,Midlands,East,Tin,0.01,4,0,0
0008262993,6,30,25,C,F,South East,London,Gold,12000,2,1,1
0008264309,4,64,12,B,F,South East,London,Gold,6000,10,0,0
0008265704,14,53,42,E,F,South East,S & S East,Silver,500,8,1,1
0008266204,11,64,18,C,M,South East,London,Gold,5466.49,25,0,0
0008266751,4,52,,,F,Midlands,Ulster,Tin,0.01,5,0,0
0008267995,4,38,52,F,M,South East,London,Gold,9107.64,5,0,0
0008271291,8,59,08,B,M,Midlands,Midlands,Gold,6000.01,9,0,0
0008272433,9,64,30,D,F,Midlands,East,Gold,12000,8,1,1
0008274673,12,28,26,C,F,South East,London,Silver,3000,1,0,0
0008279225,12,56,10,B,F,South West,S West,Tin,0.01,5,0,0
0008279950,8,47,23,C,F,South East,S & S East,Tin,0.01,4,0,0
0008280290,6,55,,,F,North,N East,Silver,4805.42,11,0,0
0008283443,3,33,22,C,F,South East,London,Silver,600,9,0,0
0008285527,5,50,47,F,F,North,Yorkshire,Tin,0.01,9,0,0
0008287155,10,77,30,D,F,South East,S & S East,Gold,5884.25,9,0,0
0008293694,7,33,44,E,M,South East,London,Tin,0.01,5,1,1
0008295832,3,27,12,B,,South East,London,Tin,0.01,8,0,0
0008297843,11,,48,F,F,South East,London,Tin,0.01,5,1,1
0008299056,9,73,18,C,U,Midlands,Midlands,Silver,4884.25,8,0,0
0008307172,9,54,53,F,U,North,Yorkshire,Silver,5000,4,0,0
0008312834,11,68,06,B,F,South East,S & S East,Tin,0.01,8,1,1
0008313288,14,49,37,E,F,Midlands,Midlands,Silver,420,4,1,1
0008314225,10,79,41,E,U,South East,London,Silver,0.02,9,0,0
0008314810,9,51,46,F,M,Midlands,Wales & West,Tin,0.01,5,0,0
0008315248,,,19,C,F,South East,S & S East,Silver,3000,8,1,1
0008316228,6,74,06,B,M,North,N West,Gold,8000,8,0,0
0008317445,8,43,27,D,F,South East,London,Tin,0.01,5,0,0
0008317682,9,49,38,E,M,Midlands,East,Silver,1000,4,0,0
0008324107,7,35,53,F,F,North,N East,Tin,0.01,5,1,1
0008326061,8,47,,,F,South East,London,Silver,1000,16,0,0
0008326568,6,40,33,D,F,Midlands,Wales & West,Tin,0.01,4,0,0
0008330468,6,68,52,F,F,South East,London,Gold,7000,10,1,1
0008332525,,,,,F,Midlands,Ulster,Silver,5000,12,1,1
0008345864,8,67,02,A,F,South East,S & S East,Gold,9553.82,11,0,0
0008349762,18,45,20,C,U,South East,London,Tin,0.01,10,0,0
0008352410,10,44,10,B,F,South East,London,Silver,0.02,5,1,1
0008352666,4,43,,,,South East,S & S East,Tin,0.01,5,0,0
0008354693,7,67,49,F,M,South East,S & S East,Tin,0.01,5,0,0
0008355231,8,70,32,D,,Midlands,Midlands,Silver,500,31,0,0
0008355878,9,54,51,F,F,Midlands,Wales & West,Gold,6053.35,,0,0
0008359504,7,57,22,C,U,South East,London,Gold,11770.39,26,0,0
0008360545,10,18,10,B,M,Scottish,C Scotland,Silver,1000,1,0,0
0008361916,8,64,37,E,,Midlands,Midlands,Tin,0.01,5,0,0
0008363099,7,54,25,C,U,South East,London,Tin,0.01,7,0,0
0008364559,12,54,36,E,F,South East,S & S East,Silver,2165.7,9,0,0
0008367159,9,53,52,F,,Scottish,C Scotland,Silver,1000,5,0,0
0008367191,11,51,31,D,F,Midlands,Midlands,Silver,1000,11,0,0
0008371504,8,50,25,C,M,North,N East,Silver,1700,9,0,0
0008371881,7,63,,,F,North,Yorkshire,Tin,0.01,4,0,0
0008372802,4,55,10,B,F,North,Yorkshire,Tin,0.01,5,0,0
0008374392,10,53,12,B,F,Midlands,Midlands,Silver,3000,8,0,0
0008374481,,41,50,F,F,,,Silver,1050,7,1,1
0008376778,6,42,52,F,F,North,N East,Tin,0.01,5,0,0
0008377847,8,61,27,D,,South East,S & S East,Gold,6000,5,0,0
0008382034,6,33,27,D,F,Scottish,C Scotland,Tin,0.01,5,1,1
0008383049,6,57,12,B,F,,,Silver,1500,5,0,0
0008387648,5,77,11,B,F,South West,S West,Gold,6000,2,0,0
0008388431,12,74,08,B,F,South East,London,Gold,6000,5,1,1
0008389586,11,55,50,F,F,South East,London,Tin,0.01,5,0,0
0008395411,,51,01,A,M,Scottish,C Scotland,Tin,0.01,8,0,0
0008398542,6,70,16,C,U,South East,London,Gold,6035.34,7,0,0
0008399824,5,37,27,D,F,South East,S & S East,Gold,8000,4,1,1
0008405816,13,55,37,E,F,North,Yorkshire,Tin,0.01,8,0,0
0008409633,,74,47,F,M,North,N West,Gold,10000,4,0,0
0008410054,10,50,48,F,M,North,N East,Tin,0.01,5,1,1
0008413134,9,35,04,A,M,South East,S & S East,Silver,47.83,2,0,0
0008413436,10,47,40,E,F,South East,London,Tin,0.01,4,0,0
0008414114,9,72,30,D,F,South West,S West,Gold,6000,0,0,0
0008415498,15,,,,M,,,Gold,8000,5,1,1
0008418977,6,54,51,F,,South East,London,Silver,3000,2,0,0
0008419604,8,54,14,B,M,South East,S & S East,Tin,0.01,16,0,0
0008422273,3,69,19,C,M,South West,S West,Gold,6052.65,27,0,0
0008424454,2,67,33,D,F,,,Gold,6000,2,0,0
0008425558,5,53,10,B,F,South East,London,Silver,480,9,0,0
0008428921,6,50,49,F,F,North,Yorkshire,Gold,12000,1,1,1
0008430837,6,60,22,C,M,South East,London,Gold,6000,5,0,0
0008434808,12,57,01,A,F,South East,London,Silver,1000,29,0,0
0008438218,4,,15,B,U,Midlands,Wales & West,Silver,2500,6,0,0
0008448140,18,31,52,F,M,Midlands,Midlands,Silver,600,4,1,1
0008456208,,64,37,E,F,South East,London,Tin,0.01,7,1,1
0008458227,12,,09,B,M,South East,London,Gold,8000,6,0,0
0008458553,11,46,35,D,F,North,Yorkshire,Silver,1000,8,1,1
0008459037,5,45,51,F,F,South East,London,Tin,0.01,5,0,0
0008462178,8,49,33,D,,Midlands,Midlands,Silver,2000,5,0,0
0008465789,7,,19,C,M,Midlands,East,Silver,1000,16,0,0
0008468680,9,46,23,C,F,Midlands,East,Tin,0.01,8,0,0
0008470669,,43,52,F,U,South East,London,Silver,1000,5,0,0
0008471398,9,33,28,D,F,Midlands,Midlands,Silver,100,9,1,1
0008475075,6,49,12,B,F,South East,London,Tin,0.01,4,0,0
0008476012,8,41,51,F,M,North,N West,Silver,1600.01,5,0,0
0008477000,10,52,52,F,F,Midlands,Wales & West,Tin,0.01,1,0,0
0008480397,4,43,09,B,U,South East,London,Gold,6000,2,0,0
0008485453,6,59,52,F,F,South East,London,Silver,5000,6,0,0
0008491798,8,56,08,B,F,North,N West,Gold,16000,8,0,0
0008494061,10,36,51,F,M,North,N East,Silver,250,1,1,1
0008500568,,48,44,E,M,Midlands,Midlands,Tin,0.01,8,0,0
0008503443,9,71,40,E,F,South East,London,Tin,0.01,7,0,0
0008504547,5,40,14,B,F,Midlands,Midlands,Silver,4000,6,0,0
0008505926,9,63,51,F,F,Midlands,Wales & West,Silver,500,26,0,0
0008507333,6,36,40,E,U,South East,London,Tin,0.01,5,0,0
0008510954,10,54,08,B,M,South East,London,Silver,420,5,0,0
0008513120,1,64,45,E,F,North,Yorkshire,Gold,18000,2,0,0
0008513643,6,45,20,C,M,North,N East,Tin,0.01,10,0,0
0008514674,5,35,53,F,M,North,N West,Tin,0.01,5,0,0
0008519005,8,53,22,C,F,South East,London,Silver,1000,4,0,0
0008520216,10,50,53,F,,Midlands,Midlands,Tin,0.01,,1,1
0008521166,10,36,19,C,F,,,Gold,8000,12,0,0
0008529310,8,51,30,D,M,Midlands,East,Tin,0.01,5,0,0
0008530378,8,64,37,E,F,North,Yorkshire,Gold,6000,2,0,0
0008532567,12,35,28,D,F,South East,London,Silver,500,11,1,3
0008541183,10,51,06,B,U,South East,S & S East,Silver,4000,9,0,0
0008541833,5,75,03,A,F,South East,London,Silver,4800,16,0,0
0008542031,7,36,12,B,U,North,N West,Tin,0.01,8,0,0
0008543852,13,43,08,B,F,Midlands,Wales & West,Gold,6000,1,0,0
0008546533,9,72,33,D,M,Midlands,Midlands,Gold,7000,2,0,0
0008547971,11,74,22,C,F,South East,London,Gold,10000,5,0,0
0008548293,10,71,25,C,M,North,N West,Gold,12000,12,1,1
0008551456,8,70,09,B,F,South East,London,Gold,18000,3,1,1
0008553300,6,,28,D,F,Midlands,East,Tin,0.01,4,0,0
0008554951,11,33,18,C,F,Midlands,Wales & West,Tin,0.01,8,0,0
0008555885,8,64,16,C,F,Midlands,Wales & West,Gold,6053.35,5,0,0
0008556555,,,27,D,F,North,N West,Gold,12000,2,1,1
0008559589,9,38,22,C,F,Midlands,Wales & West,Tin,0.01,4,1,1
0008560668,10,46,49,F,M,South West,S West,Silver,3000,3,0,0
0008563918,6,76,27,D,M,South East,London,Silver,2500,21,0,0
0008568839,12,58,06,B,F,South East,S & S East,Tin,0.01,4,1,1
0008570507,17,50,44,E,F,North,Yorkshire,Silver,5000,2,1,2
0008575789,14,52,50,F,F,Midlands,East,Tin,0.01,9,0,0
0008576254,,32,53,F,,North,N West,Tin,0.01,5,0,0
0008577145,5,29,,,F,Midlands,Ulster,Silver,50,2,1,1
0008577692,8,43,17,C,F,South East,London,Gold,11500,8,0,0
0008579865,,,19,C,M,Midlands,Midlands,Tin,0.01,5,0,0
0008583927,12,29,01,A,F,South East,London,Silver,3000,8,1,1
0008587388,7,60,44,E,F,South East,London,Tin,0.01,13,0,0
0008591113,12,25,03,A,F,South East,London,Tin,0.01,5,1,1
0008596433,6,60,49,F,F,North,N West,Silver,3050,8,0,0
0008597715,6,,15,B,F,Midlands,Wales & West,Tin,0.01,7,0,0
0008598908,9,56,53,F,F,Midlands,Wales & West,Tin,0.01,,0,0
0008599076,12,,52,F,M,Midlands,Midlands,Tin,0.01,4,0,0
0008599297,7,,12,B,M,North,N West,Gold,20000,4,0,0
0008599491,13,43,49,F,F,North,Yorkshire,Tin,0.01,5,1,1
0008599661,6,71,16,C,M,North,Yorkshire,Gold,11000,4,0,0
0008600309,8,78,27,D,F,South East,London,Gold,17920,5,1,1
0008601836,3,62,19,C,M,Midlands,Midlands,Gold,6053.35,5,0,0
0008602727,11,30,17,C,F,South East,London,Silver,2267.1,2,1,1
0008604304,2,51,25,C,,North,N West,Tin,0.01,9,0,0
0008604665,6,60,37,E,F,Midlands,Midlands,Silver,0.02,6,0,0
0008604789,8,41,38,E,F,Midlands,Wales & West,Silver,600,7,1,1
0008605300,8,47,,,F,Midlands,Ulster,Silver,2500,1,0,0
0008608873,14,77,52,F,F,Scottish,Border,Gold,6000,2,0,0
0008610207,8,40,,,F,South East,London,Tin,0.01,5,0,0
0008611467,11,76,18,C,F,Midlands,East,Gold,10000,2,0,0
0008612544,10,55,53,F,M,North,N West,Silver,150.01,4,0,0
0008613656,9,41,52,F,F,Midlands,Midlands,Gold,18421.25,8,0,0
0008613966,11,67,44,E,,South East,London,Gold,6000,1,0,0
0008615357,16,33,04,A,F,,,Gold,9000,3,1,1
0008616078,14,38,18,C,M,South East,S & S East,Tin,0.01,8,1,1
0008616515,10,68,16,C,F,Midlands,Midlands,Tin,0.01,8,1,1
0008617007,10,53,10,B,U,Midlands,East,Silver,50,10,0,0
0008618135,12,32,51,F,F,Midlands,Wales & West,Silver,0.02,4,1,1
0008618569,9,39,53,F,F,South East,S & S East,Tin,0.01,4,1,1
0008619654,7,54,37,E,F,South East,S & S East,Platinum,22053.34,4,0,0
0008620695,6,61,32,D,F,Midlands,East,Tin,0.01,11,1,1
0008621357,12,53,32,D,M,Midlands,Wales & West,Tin,0.01,8,0,0
0008623023,15,52,06,B,F,South East,S & S East,Gold,6107.64,7,1,1
0008623279,9,55,19,C,F,Midlands,East,Gold,12053.82,10,1,1
0008623619,12,60,10,B,,South East,London,Platinum,22500,8,0,0
0008624267,11,51,17,C,M,Scottish,N Scot,Gold,5770.81,22,0,0
0008628475,10,62,04,A,F,South East,London,Silver,2000,11,0,0
0008629668,9,59,27,D,F,South East,S & S East,Silver,1420,5,0,0
0008630577,7,72,25,C,F,Midlands,East,Platinum,20105.32,7,0,0
0008630844,13,72,34,D,F,Scottish,C Scotland,Gold,10000,2,1,1
0008632391,7,76,09,B,M,South East,London,Platinum,26107.64,8,0,0
0008633088,7,68,48,F,,Scottish,C Scotland,Silver,1000,30,0,0
0008635447,12,45,12,B,U,North,N East,Gold,6000,5,0,0
0008635692,10,47,27,D,F,South East,London,Tin,0.01,9,0,0
0008635935,,64,10,B,F,South East,London,Silver,3032.25,10,0,0
0008636044,10,53,46,F,M,South East,S & S East,Gold,9500,6,1,2
0008636923,9,50,30,D,F,South West,S West,Silver,3000,3,1,2
0008637644,9,45,27,D,F,Midlands,Midlands,Tin,0.01,8,0,0
0008639353,12,70,32,D,F,Midlands,Wales & West,Silver,3000,8,1,1
0008640157,8,43,53,F,F,Midlands,Midlands,Tin,0.01,5,0,0
0008640297,9,54,28,D,F,Midlands,Wales & West,Silver,1000,4,1,2
0008640432,5,63,52,F,F,South East,London,Gold,10000,4,0,0
0008640661,8,50,53,F,,Midlands,Midlands,Tin,0.01,5,0,0
0008641056,11,42,16,C,F,Midlands,Wales & West,Tin,0.01,8,1,1
0008641196,8,52,16,C,,North,Yorkshire,Tin,0.01,5,0,0
0008642400,7,58,24,C,M,Midlands,Wales & West,Tin,0.01,4,0,0
0008642567,6,50,27,D,F,Midlands,Wales & West,Tin,0.01,4,0,0
0008642982,13,40,33,D,F,North,Yorkshire,Tin,0.01,4,1,1
0008644179,13,51,35,D,F,Midlands,Wales & West,Silver,600,6,1,1
0008644667,9,78,16,C,F,South East,London,Silver,5000,4,1,1
0008645124,9,44,32,D,F,North,N West,Tin,0.01,5,0,0
0008645612,11,75,06,B,F,South West,S West,Gold,12000,13,1,1
0008645892,6,50,25,C,M,Midlands,Wales & West,Silver,3000,4,0,0
0008646597,10,,20,C,,South East,London,Silver,500,9,0,0
0008646961,9,47,12,B,F,North,N West,Tin,0.01,7,0,0
0008647259,8,44,43,E,M,Midlands,Wales & West,Gold,6000,5,0,0
0008647410,6,49,24,C,U,South East,London,Silver,2308.07,10,0,0
0008649022,13,32,15,B,F,Midlands,Midlands,Silver,420,4,1,3
0008649219,8,58,52,F,F,Midlands,Midlands,Gold,5914.33,13,1,1
0008650268,15,48,52,F,M,South East,London,Silver,1218.22,2,0,0
0008651787,7,48,28,D,F,North,N West,Silver,5000,1,0,0
0008655294,10,63,12,B,M,South East,London,Gold,6000,1,0,0
0008656185,5,45,20,C,F,North,N West,Tin,0.01,8,0,0
0008658242,7,49,,,F,Midlands,Ulster,Gold,6000,26,0,0
0008659052,11,56,28,D,M,Midlands,Midlands,Gold,6053.35,9,0,0
0008659605,7,60,25,C,,Midlands,Midlands,Gold,6053.35,6,0,0
0008659702,8,,32,D,M,South East,London,Silver,200,9,0,0
0008659869,3,,25,C,F,South East,London,Silver,50.01,8,0,0
0008660794,9,55,52,F,M,North,N West,Silver,2000,1,0,0
0008661081,14,58,27,D,,Midlands,Midlands,Tin,0.01,5,0,0
0008663580,6,25,53,F,F,North,N West,Gold,9000,1,0,0
0008664048,7,,08,B,F,Midlands,East,Silver,4250,1,0,0
0008664536,12,45,29,D,F,South East,London,Tin,0.01,5,0,0
0008665206,4,71,30,D,F,South East,S & S East,Silver,2000,4,0,0
0008665850,10,55,27,D,F,Midlands,Wales & West,Silver,5000,5,0,0
0008667187,15,46,16,C,U,North,Yorkshire,Tin,0.01,5,0,0
0008667322,10,75,51,F,F,South West,S West,Silver,3000,8,1,1
0008667659,4,44,51,F,F,North,N West,Tin,0.01,8,0,0
0008669325,6,77,08,B,F,South East,London,Silver,100,7,0,0
0008669759,4,62,24,C,F,Midlands,Wales & West,Silver,3000.01,8,0,0
0008670846,11,63,38,E,F,North,N West,Tin,0.01,10,1,1
0008671354,8,54,38,E,F,Midlands,Midlands,Silver,524.01,8,0,0
0008671982,,57,50,F,M,North,N West,Silver,2000,2,0,0
0008672083,7,56,17,C,F,Scottish,C Scotland,Silver,2000,1,0,0
0008672954,11,58,13,B,F,South East,S & S East,Tin,0.01,12,0,0
0008673284,3,48,47,F,F,Midlands,Midlands,Silver,3000,3,0,0
0008674000,4,49,,,F,Midlands,Midlands,Tin,0.01,4,0,0
0008674892,6,53,28,D,M,Midlands,Midlands,Tin,0.01,8,0,0
0008675120,8,73,52,F,F,Midlands,East,Silver,2800,3,0,0
0008679266,5,60,01,A,F,Midlands,Midlands,Gold,6053.35,7,0,0
0008693897,8,50,53,F,F,Midlands,Midlands,Silver,1000,4,0,0
0008698511,8,40,08,B,F,South East,London,Silver,5000,8,0,0
0008702497,5,50,22,C,M,South East,London,Tin,0.01,5,0,0
0008714142,10,43,21,C,F,South East,London,Tin,0.01,,1,1
0008721483,5,66,09,B,F,South East,London,Gold,17000,8,0,0
0008721637,7,64,06,B,M,South East,S & S East,Silver,3000,11,0,0
0008733074,12,49,45,E,M,North,Yorkshire,Silver,700,11,0,0
0008735980,20,31,12,B,F,Midlands,East,Silver,1000,5,1,2
0008737061,9,34,35,D,,South East,London,Tin,0.01,8,0,0
0008740526,,69,24,C,,Midlands,Midlands,Gold,9000,8,0,0
0008743169,11,69,03,A,M,Scottish,C Scotland,Platinum,28248.42,6,0,0
0008746109,11,35,31,D,F,South East,London,Tin,0.01,9,1,1
0008748942,11,47,24,C,,South East,S & S East,Silver,1500,4,0,0
0008758972,6,74,16,C,F,Midlands,Wales & West,Silver,4889.6,11,0,0
0008760624,9,63,03,A,F,South East,London,Silver,3000,5,1,1
0008762708,3,48,52,F,F,North,Yorkshire,Tin,0.01,5,0,0
0008766835,9,,12,B,F,Midlands,Wales & West,Gold,6000,2,0,0
0008770972,6,71,06,B,F,North,N East,Gold,11000,1,0,0
0008779996,5,,52,F,F,South East,S & S East,Silver,480,9,0,0
0008784108,5,39,10,B,M,North,N East,Tin,0.01,8,0,0
0008784396,21,32,41,E,F,South East,London,Tin,0.01,6,1,2
0008786267,6,62,23,C,,North,N East,Gold,6107.64,6,0,0
0008786828,10,41,10,B,,Scottish,N Scot,Tin,0.01,8,0,0
0008790906,17,49,19,C,M,Midlands,Midlands,Silver,3045,6,0,0
0008791430,9,61,14,B,,South East,London,Tin,0.01,5,0,0
0008794413,13,70,08,B,F,Midlands,East,Gold,12000,36,0,0
0008797862,6,41,21,C,F,South East,London,Tin,0.01,8,1,1
0008798214,4,67,33,D,U,South West,S West,Silver,3000,20,0,0
0008801061,5,45,03,A,F,South East,London,Silver,1500,1,0,0
0008803536,17,43,46,F,F,South West,S West,Tin,0.01,5,1,2
0008805393,7,72,15,B,F,Scottish,Border,Gold,6000,2,1,1
0008806438,8,26,27,D,F,South East,London,Gold,6000,2,1,1
0008807442,8,60,38,E,F,Midlands,East,Tin,0.01,7,0,0
0008809267,13,51,19,C,M,Midlands,Midlands,Silver,1000,6,0,0
0008814554,6,49,27,D,M,South East,S & S East,Platinum,20617.91,3,0,0
0008817065,8,66,02,A,M,Midlands,East,Gold,12500,4,0,0
0008822131,15,66,05,B,F,North,N East,Platinum,64194.13,,0,0
0008822751,7,48,22,C,F,North,N West,Tin,0.01,6,0,0
0008825939,6,,32,D,M,North,N West,Tin,0.01,5,0,0
0008826579,7,60,04,A,F,South East,London,Tin,0.01,5,0,0
0008827729,7,71,14,B,M,Midlands,Wales & West,Gold,6000,1,0,0
0008828814,3,47,53,F,F,South East,London,Tin,0.01,5,0,0
0008829055,,75,15,B,F,Scottish,Border,Gold,11023.93,11,0,0
0008829713,5,30,52,F,F,South East,London,Tin,0.01,8,1,1
0008829985,10,65,,,F,Midlands,Ulster,Gold,6000,2,0,0
0008831653,,31,49,F,F,North,Yorkshire,Tin,0.01,8,1,1
0008835713,11,49,51,F,M,Midlands,Midlands,Silver,520,1,0,0
0008836353,8,71,37,E,U,Midlands,East,Gold,10030,2,0,0
0008840571,9,77,23,C,F,South East,S & S East,Gold,8400,8,1,1
0008845336,13,51,15,B,F,North,Yorkshire,Silver,1000,5,1,2
0008848734,2,66,,,F,South East,S & S East,Silver,1000,8,0,0
0008850747,8,66,10,B,F,South East,London,Tin,0.01,9,1,1
0008853681,,48,30,D,F,South West,S West,Tin,0.01,5,0,0
0008855870,11,51,19,C,F,South East,S & S East,Gold,6000,4,1,1
0008855978,10,77,28,D,M,Midlands,East,Platinum,63709.76,7,0,0
0008856710,7,45,10,B,,Scottish,C Scotland,Tin,0.01,5,0,0
0008857768,5,63,52,F,M,South East,London,Silver,1000,7,0,0
0008860513,10,59,24,C,,Midlands,Midlands,Gold,8000,5,0,0
0008862990,12,62,15,B,F,South West,S West,Gold,12000,5,0,0
0008872198,7,59,28,D,M,South East,S & S East,Silver,500,8,0,0
0008875782,11,30,17,C,F,South East,London,Tin,0.01,5,0,0
0008877289,7,63,51,F,,South West,S West,Silver,1000,25,0,0
0008878889,9,67,40,E,F,South East,London,Gold,5553.98,2,1,1
0008882746,5,71,10,B,F,South East,S & S East,Gold,7000,5,1,1
0008883750,11,36,19,C,M,South East,London,Silver,1000,6,1,1
