TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
R,0,2,20,240.00,27.00,2.00,0.00,0.00,1600.00,0.00,V,3.00,1.00,0,5,1.00,1400.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,0,1,22,192.00,48.00,2.00,0.00,1.00,2100.00,0.00,U,1.00,1.00,1,9,1.00,500.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,54.00,54.00,1.00,0.00,0.00,1700.00,0.00,U,1.00,1.00,0,4,1.00,1500.00,"Radio, TV, Hifi",Lease,Greek,Others,Car,no credit cards,1,1
H,0,2,22,3.00,84.00,2.00,0.00,1.00,2500.00,0.00,E,1.00,1.00,1,8,1.00,1100.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,0,2,21,264.00,6.00,2.00,0.00,0.00,1900.00,0.00,V,3.00,1.00,0,5,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,21,264.00,27.00,2.00,0.00,1.00,2200.00,0.00,U,1.00,1.00,1,3,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,1,1
H,0,1,22,264.00,15.00,2.00,0.00,0.00,1800.00,0.00,U,2.00,1.00,1,2,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,20,54.00,30.00,2.00,0.00,0.00,1000.00,0.00,U,3.00,1.00,0,5,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,120.00,15.00,2.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,9,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,1,1
H,0,1,22,15.00,54.00,2.00,0.00,0.00,1700.00,0.00,U,1.00,1.00,1,2,1.00,2000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,0,1,21,264.00,36.00,2.00,0.00,0.00,1700.00,0.00,U,1.00,1.00,1,0,0.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,21,264.00,6.00,2.00,0.00,1.00,2000.00,0.00,U,1.00,1.00,1,4,1.00,1300.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,0,30
R,0,1,22,3.00,9.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,7,1.00,1600.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
H,0,1,20,192.00,30.00,2.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,2,1.00,1900.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,0,1,22,36.00,36.00,1.00,0.00,1.00,2500.00,0.00,U,3.00,1.00,0,9,1.00,1600.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards,0,30
R,0,2,22,6.00,45.00,2.00,0.00,0.00,2300.00,0.00,V,1.00,1.00,0,0,0.00,3000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,0,1,19,240.00,9.00,2.00,0.00,0.00,1900.00,0.00,U,3.00,1.00,0,3,1.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,1,3,22,48.00,60.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,0,0.00,800.00,"Radio, TV, Hifi",Lease,Turkish,"Civil Service, M",Without Vehicle,no credit cards,1,1
R,0,1,22,9.00,27.00,2.00,0.00,1.00,1500.00,0.00,U,1.00,1.00,2,5,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,0,2,22,264.00,45.00,2.00,0.00,1.00,2100.00,0.00,V,1.00,1.00,1,4,1.00,3000.00,"Dept. Store,Mail",,German,"Civil Service, M",Car,no credit cards,0,30
H,0,1,19,21.00,36.00,2.00,0.00,0.00,1000.00,0.00,U,3.00,1.00,0,6,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
R,0,1,19,84.00,36.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,5,1.00,1200.00,"Dept. Store,Mail",,German,Others,Car,no credit cards,1,1
H,0,1,21,264.00,45.00,2.00,0.00,0.00,1900.00,0.00,U,3.00,1.00,0,9,1.00,800.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,9.00,66.00,2.00,0.00,0.00,2600.00,0.00,U,1.00,1.00,1,4,1.00,3000.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,20,18.00,18.00,2.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,3,1.00,1700.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,0,1,22,264.00,39.00,2.00,0.00,0.00,1600.00,0.00,U,1.00,1.00,3,4,1.00,1400.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,0,30
H,0,1,21,168.00,21.00,2.00,0.00,1.00,1500.00,0.00,U,1.00,1.00,2,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,21,168.00,21.00,2.00,0.00,1.00,1500.00,0.00,U,1.00,1.00,2,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,54.00,15.00,1.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,1,0,0.00,600.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,22,21.00,72.00,2.00,0.00,1.00,2800.00,0.00,U,1.00,1.00,0,6,1.00,1800.00,"Furniture,Carpet",Lease,Others,"Food,Building,Ca",Car,no credit cards,1,1
H,0,2,22,72.00,48.00,2.00,0.00,0.00,2700.00,0.00,V,3.00,1.00,0,2,1.00,1300.00,"Radio, TV, Hifi",,Turkish,"Food,Building,Ca",Car,no credit cards,0,30
R,0,1,21,15.00,36.00,2.00,0.00,1.00,1500.00,0.00,U,3.00,1.00,0,4,1.00,600.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,0,30
H,0,1,21,54.00,54.00,2.00,0.00,0.00,2000.00,0.00,U,3.00,1.00,0,2,1.00,500.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,20,36.00,48.00,2.00,0.00,0.00,1800.00,0.00,U,3.00,1.00,0,7,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,1,2,22,264.00,3.00,2.00,0.00,0.00,2300.00,0.00,U,3.00,1.00,0,8,1.00,600.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,1,1
R,0,1,20,240.00,33.00,1.00,0.00,0.00,2500.00,0.00,U,3.00,1.00,0,5,1.00,1000.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,84.00,24.00,2.00,0.00,1.00,1900.00,0.00,U,1.00,1.00,1,8,1.00,4000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,1,1
H,0,1,23,12.00,12.00,2.00,0.00,1.00,2400.00,0.00,U,1.00,1.00,1,3,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,54.00,15.00,2.00,0.00,0.00,2000.00,1.00,U,1.00,1.00,1,2,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
H,0,1,22,264.00,3.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,7,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
R,0,1,22,15.00,12.00,2.00,0.00,0.00,1700.00,0.00,U,1.00,1.00,1,4,1.00,1500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,12.00,60.00,1.00,0.00,0.00,2200.00,0.00,U,1.00,1.00,1,0,0.00,1200.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,22,3.00,48.00,2.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,0,0,0.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,22,66.00,33.00,2.00,0.00,0.00,1000.00,1.00,U,3.00,1.00,0,2,1.00,1500.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,Cheque card,1,1
H,0,1,20,60.00,54.00,2.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,6,1.00,1800.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,0,1,20,240.00,27.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,2,1.00,700.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards,1,1
H,0,1,22,264.00,21.00,2.00,0.00,0.00,2100.00,0.00,U,1.00,1.00,1,5,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,0,30
H,0,1,22,120.00,33.00,2.00,0.00,0.00,2100.00,0.00,U,3.00,1.00,0,3,1.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,1,3,22,12.00,36.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,4,1.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,1,20,216.00,3.00,2.00,0.00,0.00,1700.00,0.00,U,3.00,1.00,0,6,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,0,1,19,240.00,33.00,2.00,0.00,0.00,2100.00,0.00,U,3.00,1.00,0,0,0.00,3000.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards,0,30
H,0,1,22,3.00,6.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,0,1,20,66.00,30.00,2.00,0.00,1.00,1700.00,0.00,U,1.00,1.00,1,8,1.00,1700.00,Leisure,Lease,German,Others,Car,no credit cards,1,1
H,0,1,21,12.00,12.00,2.00,0.00,0.00,1900.00,0.00,U,3.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,0,1,21,264.00,6.00,2.00,0.00,0.00,1000.00,0.00,U,1.00,1.00,0,2,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Mastercard/Euroc,0,30
H,0,1,22,84.00,36.00,2.00,0.00,0.00,1000.00,0.00,U,1.00,1.00,1,4,1.00,500.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards,1,1
H,0,1,19,15.00,36.00,2.00,0.00,0.00,2200.00,0.00,U,3.00,1.00,0,3,1.00,3000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
H,0,1,22,21.00,6.00,2.00,0.00,0.00,2100.00,0.00,U,3.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards,1,1
R,0,1,20,216.00,24.00,2.00,0.00,0.00,1800.00,0.00,U,3.00,1.00,0,7,1.00,1400.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,5,7,56,84.00,216.00,2.00,0.00,1.00,3100.00,0.00,V,1.00,1.00,1,4,1.00,1000.00,"Furniture,Carpet",Lease,Others,Others,Car,no credit cards,1,1
H,0,2,54,6.00,240.00,2.00,0.00,0.00,3300.00,0.00,V,3.00,1.00,0,5,1.00,600.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
R,0,2,51,168.00,240.00,2.00,0.00,1.00,2400.00,0.00,V,1.00,1.00,2,2,1.00,900.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,3,5,47,192.00,288.00,2.00,0.00,0.00,3200.00,0.00,V,3.00,1.00,0,3,1.00,4000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,3,5,43,144.00,36.00,2.00,0.00,0.00,3000.00,0.00,V,3.00,1.00,0,7,1.00,1200.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
R,2,4,37,72.00,54.00,2.00,0.00,0.00,1800.00,0.00,V,3.00,1.00,0,4,1.00,1600.00,"Furniture,Carpet",Lease,Others,Others,Without Vehicle,no credit cards,0,30
H,3,5,33,54.00,33.00,2.00,0.00,1.00,2900.00,0.00,V,1.00,1.00,2,5,1.00,1100.00,Cars,Lease,Turkish,Others,Car,no credit cards,1,1
H,3,5,33,264.00,18.00,2.00,0.00,0.00,3100.00,0.00,V,1.00,1.00,1,3,1.00,1300.00,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards,1,1
H,0,1,32,54.00,27.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,7,1.00,1300.00,"Radio, TV, Hifi",Lease,Greek,Others,Car,Cheque card,1,1
H,1,3,31,66.00,54.00,2.00,0.00,1.00,2900.00,0.00,V,1.00,1.00,1,7,1.00,1300.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,2,4,30,192.00,30.00,2.00,0.00,1.00,3000.00,0.00,V,3.00,1.00,0,6,1.00,600.00,Leisure,Lease,Turkish,Others,Car,no credit cards,0,30
H,1,3,30,108.00,9.00,2.00,0.00,1.00,2400.00,0.00,V,1.00,1.00,1,5,1.00,3000.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards,1,1
H,0,2,27,66.00,96.00,2.00,0.00,0.00,5000.00,0.00,V,3.00,1.00,0,6,1.00,3000.00,"Dept. Store,Mail",Lease,Others,Self-employed pe,Car,no credit cards,1,1
H,0,2,26,18.00,15.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,4,6,1.00,1400.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards,0,30
H,1,3,25,120.00,36.00,2.00,0.00,1.00,3000.00,0.00,V,1.00,1.00,1,7,1.00,1900.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,2,4,25,96.00,48.00,2.00,0.00,1.00,3500.00,0.00,V,3.00,1.00,0,5,1.00,1800.00,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards,0,30
H,1,3,24,0.00,18.00,1.00,0.00,0.00,2300.00,0.00,V,1.00,1.00,0,3,1.00,1500.00,"Dept. Store,Mail",,Turkish,Others,Car,no credit cards,1,1
H,1,3,24,21.00,21.00,2.00,0.00,0.00,2400.00,0.00,V,1.00,1.00,1,6,1.00,1100.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards,1,1
R,0,1,23,36.00,36.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,3,1.00,4000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,1,1
R,0,2,23,15.00,15.00,1.00,0.00,1.00,2000.00,0.00,V,3.00,1.00,0,8,1.00,3000.00,"Furniture,Carpet",,Turkish,Others,Car,no credit cards,1,1
H,1,3,53,120.00,36.00,2.00,0.00,1.00,3000.00,0.00,V,3.00,1.00,0,7,1.00,4000.00,Leisure,Lease,German,"Food,Building,Ca",Car,no credit cards,0,30
R,0,2,50,120.00,30.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,3,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
R,0,2,44,120.00,66.00,2.00,0.00,1.00,2200.00,0.00,V,3.00,1.00,0,3,1.00,1800.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,1,1
H,1,2,32,66.00,42.00,2.00,0.00,1.00,3000.00,0.00,G,3.00,1.00,0,0,0.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,1,3,29,120.00,168.00,2.00,0.00,0.00,3500.00,0.00,V,3.00,1.00,0,4,1.00,1500.00,"Radio, TV, Hifi",,Turkish,"Food,Building,Ca",Car,no credit cards,0,30
R,0,2,26,36.00,84.00,2.00,0.00,0.00,0.00,0.00,V,3.00,1.00,0,3,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,Mastercard/Euroc,0,30
R,0,1,24,30.00,39.00,2.00,0.00,1.00,1700.00,0.00,G,3.00,1.00,0,7,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,1,2,35,120.00,21.00,2.00,0.00,0.00,0.00,1.00,T,1.00,1.00,2,4,1.00,900.00,"Furniture,Carpet",Lease,Other European,Others,Without Vehicle,Cheque card,1,1
H,3,5,30,21.00,96.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,1,6,1.00,1800.00,Cars,Lease,Turkish,Others,Car,no credit cards,0,30
H,0,2,30,54.00,21.00,2.00,0.00,0.00,2600.00,0.00,V,1.00,1.00,2,5,1.00,1900.00,Cars,Lease,German,Others,Car and Motor bi,no credit cards,1,1
H,0,1,25,312.00,9.00,2.00,0.00,0.00,1500.00,0.00,U,3.00,1.00,0,8,1.00,1600.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,1,3,25,15.00,9.00,2.00,0.00,0.00,1800.00,0.00,V,1.00,1.00,0,9,1.00,15000.00,Cars,Lease,Others,Others,Car,no credit cards,1,1
H,1,3,24,48.00,9.00,2.00,0.00,0.00,2700.00,0.00,V,3.00,1.00,0,4,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,2,23,12.00,15.00,2.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,7,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,Cheque card,1,1
R,0,1,52,144.00,144.00,2.00,0.00,1.00,2100.00,0.00,G,1.00,1.00,1,0,0.00,1000.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Without Vehicle,no credit cards,1,1
H,2,4,48,120.00,288.00,2.00,0.00,0.00,3000.00,0.00,V,3.00,1.00,0,4,1.00,1500.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,2,4,33,12.00,18.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,4,1.00,700.00,"Furniture,Carpet",,German,"Civil Service, M",Car,Cheque card,0,30
H,1,2,30,24.00,96.00,1.00,0.00,1.00,2500.00,0.00,U,1.00,1.00,1,4,1.00,1800.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,1,1
H,1,3,29,24.00,36.00,2.00,0.00,0.00,3100.00,1.00,V,1.00,1.00,5,0,0.00,1500.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,Cheque card,0,30
H,1,3,29,96.00,42.00,2.00,0.00,1.00,3000.00,0.00,V,1.00,1.00,2,5,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,0,2,25,6.00,66.00,2.00,0.00,0.00,2200.00,0.00,V,1.00,1.00,1,3,1.00,2500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,0,1,24,3.00,6.00,2.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,2,8,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,1,3,55,216.00,216.00,2.00,0.00,1.00,1800.00,0.00,V,1.00,1.00,3,7,1.00,3000.00,"Radio, TV, Hifi",,Turkish,Pensioner,Car,no credit cards,1,1
H,0,1,39,24.00,216.00,1.00,0.00,1.00,2600.00,0.00,U,1.00,1.00,0,6,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,1,1
H,4,6,30,9.00,168.00,2.00,0.00,0.00,2800.00,0.00,V,3.00,1.00,0,5,1.00,1300.00,"Dept. Store,Mail",Lease,Turkish,"Food,Building,Ca",Car,no credit cards,0,30
H,2,4,36,54.00,168.00,2.00,0.00,1.00,4000.00,0.00,V,1.00,1.00,4,5,1.00,3000.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards,1,1
H,1,3,34,0.00,6.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,0,4,1.00,800.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,Cheque card,0,30
R,0,1,34,3.00,48.00,2.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,2,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,1,1
H,0,2,33,42.00,84.00,2.00,0.00,1.00,2600.00,0.00,V,3.00,1.00,0,6,1.00,10000.00,Cars,Lease,German,"Civil Service, M",Car and Motor bi,no credit cards,0,30
H,1,3,32,120.00,24.00,2.00,0.00,1.00,2500.00,0.00,V,1.00,1.00,1,6,1.00,700.00,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,no credit cards,0,30
R,0,2,27,3.00,39.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,4,1.00,1100.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,1,1
H,0,2,23,9.00,3.00,2.00,0.00,1.00,2500.00,0.00,V,3.00,1.00,0,9,1.00,1000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
R,0,1,45,42.00,27.00,2.00,0.00,0.00,1900.00,0.00,G,1.00,1.00,3,4,1.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
R,0,2,45,72.00,48.00,2.00,0.00,0.00,3300.00,0.00,V,3.00,1.00,0,5,1.00,1300.00,Leisure,Lease,Turkish,"Food,Building,Ca",Car,no credit cards,0,30
R,3,5,34,66.00,168.00,2.00,0.00,0.00,2500.00,0.00,V,1.00,1.00,1,0,0.00,1800.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,2,4,29,42.00,108.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,1,6,1.00,900.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
H,1,3,25,6.00,60.00,1.00,0.00,0.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,1200.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
R,0,1,25,288.00,12.00,2.00,0.00,0.00,1500.00,0.00,U,1.00,1.00,0,3,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,0,1,24,168.00,9.00,1.00,0.00,0.00,1800.00,0.00,U,3.00,1.00,0,4,1.00,700.00,"Radio, TV, Hifi",,Turkish,"Food,Building,Ca",Car,no credit cards,1,1
H,1,3,23,3.00,48.00,2.00,0.00,0.00,3500.00,0.00,V,3.00,1.00,0,6,1.00,500.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
R,1,3,49,240.00,9.00,1.00,0.00,0.00,2400.00,0.00,V,3.00,1.00,0,4,1.00,2500.00,"Radio, TV, Hifi",,German,"Civil Service, M",Without Vehicle,no credit cards,0,30
H,0,1,43,54.00,27.00,2.00,1.00,0.00,1800.00,0.00,U,1.00,1.00,3,2,1.00,7000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,0,30
H,0,2,37,9.00,9.00,2.00,0.00,0.00,1800.00,0.00,V,3.00,1.00,0,4,1.00,3000.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards,1,1
H,1,3,34,21.00,9.00,2.00,0.00,1.00,2500.00,0.00,V,1.00,1.00,3,6,1.00,1200.00,"Radio, TV, Hifi",Lease,Turkish,"State,Steel Ind,",Car,no credit cards,0,30
H,0,1,32,360.00,45.00,2.00,0.00,0.00,4000.00,1.00,U,1.00,1.00,1,5,1.00,2500.00,"Dept. Store,Mail",,German,"Civil Service, M",Car,Cheque card,0,30
H,1,2,31,15.00,168.00,2.00,0.00,1.00,1800.00,0.00,U,1.00,1.00,1,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,1,3,31,30.00,39.00,1.00,0.00,0.00,0.00,1.00,V,3.00,1.00,0,0,0.00,1200.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,Cheque card,0,30
R,0,2,30,9.00,3.00,2.00,0.00,0.00,1700.00,0.00,V,3.00,1.00,0,2,1.00,1600.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
R,0,1,28,6.00,84.00,2.00,0.00,0.00,0.00,1.00,U,3.00,1.00,0,8,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
R,0,1,26,24.00,24.00,2.00,0.00,0.00,2100.00,0.00,U,1.00,1.00,2,6,1.00,15000.00,Cars,Lease,Others,Others,Car,no credit cards,1,1
R,0,1,44,30.00,168.00,2.00,0.00,0.00,2200.00,0.00,U,1.00,1.00,1,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,5,7,37,120.00,120.00,2.00,0.00,1.00,4000.00,0.00,V,1.00,1.00,1,3,1.00,8000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,0,30
H,1,3,45,24.00,120.00,2.00,0.00,0.00,3400.00,0.00,V,1.00,1.00,1,4,1.00,1100.00,"Radio, TV, Hifi",Lease,Italian,Others,Car,no credit cards,0,30
R,1,2,44,144.00,27.00,2.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,0,0.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,0,30
H,2,4,33,108.00,216.00,2.00,0.00,0.00,3500.00,0.00,V,1.00,1.00,2,2,1.00,800.00,Leisure,Lease,German,Others,Car,no credit cards,0,30
H,1,3,32,12.00,12.00,2.00,0.00,1.00,3500.00,0.00,V,1.00,1.00,3,7,1.00,900.00,Cars,Lease,German,Others,Car,no credit cards,1,1
H,0,1,27,18.00,18.00,2.00,0.00,0.00,2400.00,0.00,U,1.00,1.00,1,3,1.00,3000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,1,1
H,0,1,24,9.00,9.00,2.00,0.00,0.00,2000.00,0.00,U,1.00,1.00,1,4,1.00,700.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards,0,30
R,1,3,39,264.00,6.00,2.00,0.00,1.00,1900.00,0.00,V,3.00,1.00,0,6,1.00,2500.00,Leisure,Owner,Turkish,Others,Without Vehicle,no credit cards,0,30
H,1,3,27,9.00,9.00,1.00,0.00,0.00,2400.00,0.00,V,1.00,1.00,1,9,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,0,1,27,36.00,27.00,2.00,0.00,1.00,1800.00,0.00,U,1.00,1.00,1,4,1.00,1800.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,26,36.00,48.00,2.00,0.00,1.00,2000.00,0.00,U,1.00,1.00,1,3,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,1,3,23,288.00,33.00,2.00,0.00,0.00,1800.00,0.00,V,1.00,1.00,2,4,1.00,1600.00,Cars,Lease,German,Others,Car,no credit cards,0,30
H,0,2,31,36.00,6.00,2.00,0.00,1.00,10000.00,0.00,V,1.00,1.00,1,5,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,2,29,288.00,144.00,2.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,3,1.00,1400.00,Cars,Lease,Turkish,Others,Car,Cheque card,0,30
