"Customer_ID","upsell_xsell","churn","lifetime_value","avg_arpu_3m","acct_age","billing_cycle","Est_HH_Income","cs_med_home_value","cs_pct_home_owner","forecast_region","data_device_age","equip_age","delinq_indicator","avg_days_susp","calls_in_pk","calls_in_offpk","calls_out_offpk","calls_out_pk","mou_total_pct_MOM","mou_onnet_pct_MOM","mou_roam_pct_MOM","mou_onnet_6m_normal","mou_roam_6m_normal","voice_tot_bill_mou_curr","tot_voice_chrgs_curr","bill_data_usg_m03","bill_data_usg_m06","bill_data_usg_m09","mb_data_usg_m01","mb_data_usg_m02","mb_data_usg_m03","mb_data_ndist_mo6m","mb_data_usg_roamm01","mb_data_usg_roamm02","mb_data_usg_roamm03","data_usage_amt","data_prem_chrgs_curr","nbr_data_cdrs","avg_data_chrgs_3m","avg_data_prem_chrgs_3m","avg_overage_chrgs_3m","calls_TS_acct","wrk_orders","days_openwrkorders","calls_care_acct","calls_care_3mavg_acct","calls_care_6mavg_acct","res_calls_3mavg_acct","res_calls_6mavg_acct","curr_days_susp","pymts_late_ltd","calls_care_ltd","MB_Data_Usg_M04","MB_Data_Usg_M05","MB_Data_Usg_M06","MB_Data_Usg_M07","MB_Data_Usg_M08","MB_Data_Usg_M09","nbr_contacts"
"     1318448","           0","           0","      4446.7","       51.78","          46","           7","       20400","         1.6","        0.84","          54","         982","          20","           0","           0","         725","        1462","         107","          62","           0",".","           1",".",".","       22070","        29.3","        4175","        1678","        4272","        4232","         274","        4206","           2","         961","         444","        -122","           4","        1.64","        1098","        8.32","        1.72","        1.63","          22","           0","          68","           0","           0","           0","           0","           0","           0","           5","         144","         633","         300","           2","         304","         453","           2","           0"
"     1318467","           0","           0","      1275.1","       85.98","          29","          10","       45300","        1.87","        0.62","          10","         297","          28","           0","           0","          77","         237","           8","          18","          -1",".",".",".",".","        3009","       39.99","        2278","        1398","        4697","        2210","        2381","        2161","           2","        -146","         359","         690","          31","        5.99","         951","       35.99","        5.21","           0","           4","           0","          24","           0","           0","           0","           0","           0","           0","           0","         106","        1437","         115","         569","          13","          34","           2","           0"
"     1318475","           0","           0","      3201.2","       49.99","          30","           4","       30900","        1.78","         0.4","          58","        1184","           3","           0","          12","         307","         -40","          -1","          11","         -16",".","           4","           0","         -16","        1011","       44.99","         745","        -109","        1186","           2","         813","          12","          -8","          18","         -33","        -113","          24","           0","         126","        0.05","           0","           0","          13","           0","           3","           0","           0","           0","           0","           0","           6","           0","         184","           6","          21","         528","          55","         266","          43","           0"
"     1318488","           0","           0","      9418.2","       79.97","          63","           3","       33100","        1.91","        0.66","          90","        1018","          30","           0","           0","         514","         402","          61","          15","           1","          -1",".","          -1",".","        4426","       39.99","        4847","        1212","         623","        4930","        5011","        4953","          10","         684","         262","        -108","          53","        9.99","        1840","       29.98","       19.98","           0","          11","           0","           1","           0","           0","           0","           0","           0","           0","           6","          64","         431","         227","         269","          28","         415","          29","           0"
"     1318581","           0","           0","      9839.9","       25.12","          73","          12","       41200","         0.8","        0.39","          77","        2207","          11","           0","           2","        1059","        2211","          72","         130","          -1",".",".",".",".","       15916","       19.99","         726","        4499","        5096","         528","         732","         719","           2","        -898","         422","        1879","           2","           0","          60","        4.47","           0","           0","          32","           0","           0","           0","           0","           0","           0","           0","           3","           4","           0","           3","          34","           0","           1","           1","          43","           0"
"     1318588","           0","           0","     10060.8","       90.66","          33","           7","       31600","        1.57","        0.77","          79","         285","           0","           0","           5","         206","         164","          25","         -15",".","          -1",".","           0",".","        3991","       46.66","        1885","        1853","         828","        1799","        1898","        1977","           1","         488","        -153","         982","           3","           0","        3121","       26.67","           0","           0","           0","           0","           6","           0","           0","         0.3","           0","         0.3","           0","           7","          70","         433","          85","          75","          43","         123","          76","           0"
"     1318739","           0","           0","      5524.1",".","          23","           4","       18900","        0.77","        0.52","          62",".","          31","           0","           1","         -35","         339","          39","          30","          -2","           0",".","           0",".","        3651",".","        1027","        2282","         617","         905","        1023","        1023","           3","        -418","         401","         890","           3",".",".",".",".",".","           8","           0","          14","           0","           0","           0","           0","           0","           0","           5","          69","         548","          43","         574","          22","           2","          89","           0"
"     1318843","           0","           0","      3884.7","          50","          39","          11","       45200","        1.39","        0.75","          89","         809","          21","           0","           5","         491","         431","          46","          31",".",".",".",".",".","        4236","          15","         205","        2125","        2155","         146","         279","         175","           5","         301","         441","         172","          18","           0","        1802","         0.3","           0","           0","          15","           0","           0","           0","           0","           0","           0","           0","           5","           0","         141","          15","         228","          28","         441","          28",".","           0"
"     1326456","           0","           0","      6474.1","       27.66","          48","           6","       18800","        1.61","        0.49","           0","         754","          37","           0","           2","         665","        1295","          61","          16",".",".",".",".",".","       19772","       14.99","        6501","        6700","        2744","        6530","        6411","        6417","           1","        -314","         157","        1712","           2","           0","        2542","        0.12","           0","           0","           1","           2","           0","           0","           0","           0","           0","           0","           2","           5","         117","         863","        1316","        2978","           1","         118","         523","           0"
"     1326666","           0","           1","      8387.7","       62.28","          38","           6","       45600","        2.51","        0.69","          71","         574","          32","           0","           0","         129","         790","          54","         269",".",".",".",".",".","        8062","       33.13","        4283","        5773","        3911","        4223","        4255","        4176","          -2","         274","        -865","         781","           4","        2.87","        1924","       14.41","        2.72","        1.42","           0","           0","           8","           0","           0","           0","           0","           0","           0","           6","          76","         915","         783","         499","           1","          29","         141","           0"
"     1326705","           0","           0","      1586.9","       62.93","          53","           6","       25300","        3.55","        0.51","          46","         893","           2","           0","           1","          19","          77","           4","          11","          -1","          -6","          -1","           1","           1","         412","       31.37","         844","         199","        1376","         111","         425","         880","         -10","         -12","         193","         238","           3","        2.82","        1480","       14.94","        2.48","        1.23","           0","           0","           0","           0","           0","           0","           0","           0","           1","           0","          69","          12","         345","         128","           9","           8","           2","           0"
"     1326911","           0","           0","        3477","       51.78","          46","           7","       43700","        3.79","        0.38","          76","         982","          19","           0","           0","         303","         130","          23","          79","          -1","           0",".","           2",".","        4650","        29.3","        3288","        2177","        1210","        3354","        3128","        3124","           1","         -70","        -117","       -1157","          27","        1.64","        1098","        8.32","        1.72","        1.63","          13","           0","           0","           0","           0","           0","           0","           0","           5","           6","          59","         181","         134","         365","          91","         159","         131","           0"
"     1326985","           0","           0","     12265.4","       90.64","          64","           8","       22000","        2.67","        0.22","          11","        1460","          23","           0","           3","          28","        1020","          88","          89","           0",".","           0",".",".","        5339","       53.98","        5649","        2942","        4822","        5745","        5656","        5694","           2","        -626","         -94","          31","           4","           0","          12","       26.66","        6.66","           0","           0","           0","          17","           0","           0","           0","           0","           0","           1","           4","         141","         775","          26","          10","         712","        1068","           1","           0"
"     1327062","           0","           0","       826.9","       91.17","          37","           6","       43600","        1.94","         0.7","          69","        1118","          36","           0","           3","         132","         188","          20","          13","          -1","           1","          24","          -1","         -16","        2931","       40.26","        1192","         941","         723","        1200","        1153","         982","          -2","        -275","         175","        -516","           5","        3.99","        2354","       41.09","       17.31","           0","           7","           0","           0","           0","           0","           0","           0","           0","          12","           0","          66","          59","          16","          56","          36","          17","          52","           0"
"     1327085","           0","           0","      6258.2",".","          38","          12","       25500","         0.8","        0.13","          89",".","           3","           0","           1","         550","         403","          35","          74","           1","          -2",".","          -1",".","        3306",".","        4143","        2364","        2660","        4180","        4227","        4051","           7","         474","        -477","        -245","           4",".",".",".",".",".","           5","           0","           0","         0.4","         0.4","         0.2","           0","           0","           2","           6","          62","         152","          68","         338","         134","         171","         254","           0"
"     1327281","           0","           0","      7722.3","       39.99","          40","          11","       18600","        1.59","         0.5","          68","        1290","          27","           0","           3","         386","          88","          16","          63",".",".",".",".",".","        2744","       24.99","         908","        1010","         154","        1018","         772","         969","           0","         432","         109","         341","           4","           0","        1280","         0.1","           0","           0","          22","           0","           2","           0","           0","           0","           0","           0","           0","           6","         142","          14","         115","        1210","           6","         113","           4","           0"
"     1327422","           0","           0","      5683.4","       83.39","          45","           5","       44900","        1.26","        0.48","           9","        1353","          22","           0","           0","         424","         735","           8","         111","           0","          -1",".","           1",".","        8566","       26.66","        2694","        2044","        2333","        2562","        2618","        2730","           3","        -209","         412","         473","          38","       39.96","        1411","       42.28","       22.67","           0","          12","           0","           0","           0","           0","           0","           0","           0","           0","           7","          57","         144","          53","          81","         743","          10","         170","           0"
"     1327573","           0","           0","      2152.9","       79.99","          21","           3","       43600","        1.36","        0.67","          39","        1044","          19","           0","          14","         189","         344","          23","           9","          -1",".",".","          -1",".","        2596","       39.99","        1150","        2202","        1364","         100","          22","          16","          -2","        -624","         141","         132","           3","           0","        1520","         0.3","           0","           0","          12","           0","          25","           0","           0","         0.2","           0","         0.2","           0","           0","          85","          64","           6","         324","          26","          18","           5","           0"
"     1327913","           0","           0","      2653.1","       69.99","          28","          11","       44400","         1.1","         0.7","          18","         595","           2","           0","           3","         140","        -250","          33","          45",".","          -1",".","           1",".","        -220","       39.99","        3222","        1442","         931","        3270","        3260","        3310","           0","         300","        -233","        -391","          25","           0","        3628","         0.2","           0","           0","           9","           1","           0","           0","           0","           0","           0","           0","           2","           0","         144","           1","           3","           0","           2","           1","           1","           0"
"     1328287","           0","           0","      3949.5","       63.28","          53","           9","       30600","        2.49","        0.94","          89","        1055","          37","           0","          14","         168","         218","           8","          21","          -1",".",".",".","          -1","        4788","       39.99","        1265","        2491","        1365","           2","           2","           1","          -1","         161","        -709","        -965","          16","           0","          27","       23.29","        3.83","           0","          10","           0","           0","           0","           0","           0","           0","           0","           0","           4","          79","           1","           1","           2","           0","           1","           1","           0"
"     1328480","           0","           0","      7604.8","       51.78","          46","           7","       23600","        5.03","        0.27","          26","         982","          21","           0","           5","         399","         338","          46","          89","          -1","           0",".","          -1",".","        7233","        29.3","        2292","        2490","        2814","        2365","        2277","        2137","          -3","        1226","         140","       -1322","          13","        1.64","        1098","        8.32","        1.72","        1.63","           5","           0","           0","           0","           0","           0","           0","           0","           1","           6","          59","         111","         153","         404","         272","         133","          91","           0"
"     1328485","           0","           0","     18036.3","       39.99","          26","          10","       28000","        1.81","        0.03","          86","          82","          16","           1","           2","         256","         439","          28","         180","           0",".",".",".",".","        8577","       44.99","        2197","        3063","        1274","           1","        2199","           2","           3","         -75","         227","          25","           2","           0","        3546","         0.1","           0","           0","          13","           0","           2","           0","           0","           0","           0","           0","           0","           5","         141","           2","          23","           1","           0","           1","           1","           0"
"     1328525","           1","           0","         806","       28.65","          50","          12","       29600","        1.78","        0.31","          15","        1027","           6","           0","           8","          82","         306","          11","          19","           0",".","           0",".","           0","        4537","          25","         -55","        1871","        2031","         352","         122","          62","          -4","         352","         122","         -91","          52","           0","          16","           0","           0","        0.67","          25","           0","           0","           0","           0","           0","           0","           0","          18","           5","          68","           3","           4","           2","           2","           0","           0","           0"
"     1328628","           0","           0","      9314.2","       31.63","          54","           3","       44000","         3.5","        0.01","          64","         770","          41","           0","           4","          19","        1158","          44","         -64","           0",".","           1",".",".","        5357","          25","        3380","        2391","          11","          36","         350","        3409","           2","        1199","        -262","         507","          16","           0","         199","           0","           0","           0","          13","           0","           9","         0.4","         0.4","         0.2","         0.3","         0.2","           0","           6","         141","         155","         208","           1","          61","         260","           2","           0"
"     1328658","           0","           0","      7210.4","       96.64","          24","           5","       25700","         2.7","        0.49","          47","        1051","           3","           0","           0","          -5","         153","          66","          38","           0","           1",".","           0",".","        1889","       49.99","        -531","        2910","        3310","         -53","         696","          18","           2","         -53","         696","          18","           2","       19.98","        5107","       36.65","       14.48","           0","          10","           0","           4","           0","           0","           0","           0","           0","           0","           5","          68","         205","          36","         508","         214","         181","         136","           0"
"     1328772","           0","           0","      5333.6","       85.87","          28","           9","       28500","        1.24","        0.47","          40","        1309","          18","           0","           4","         442","         280","          34","         161",".",".",".",".",".","        8737","       49.99","        1055","        3434","        2276","        1214","        1073","         976","          13","        -275","         208","          70","           5","           0","         960","       25.88","           0","           0","           0","           0","           6","           0","           0","           0","           0","           0","           1","           5","          79","          21","          19","           1","           1","           2","          37","           0"
"     1328842","           0","           0","      1894.3","       34.66","          56","          12","       30900","        1.54","        0.92","          31",".","          20","           0","           6","          53","         -41","          21","           8","           5","          -1","          -1","          -3","          -3","         475","       21.66","        -112","        1165","          83","         261","         -84","         -54","           0","         261","        -269","         -94","           5","           0",".","        8.67","           0","           0","          11","           0","           2","           0","           0","           0","           0","           0","           3","           0","          64","           4","         180","          38","          18","          81","          41","           0"
"     1328851","           0","           0","      1289.9","       34.98","          47","           6","       30700","        3.91","        0.54","          13","        1488","           4","           0","           1","         151","         152","          12","          17","          -2","           4","          -3","           1","           0","        1767","       26.66","        2422","         -15","         928","        2525","        2270","        2271","           0","         470","         105","         118","           4","           0","        4408","        1.66","           0","        0.66","           3","           0","           2","           0","           0","           0","           0","           0","           4","           0","          78","         106","         234","         132","          13","         100","           7","           0"
"     1328902","           1","           0","     12803.8","       69.38","          53","           2","       24500","        2.15","         0.6","          14","        1962","          20","           0","           2","         275","         565","          50","          22",".","           0",".","           0",".","        9978","       23.75","        2767","        4027","        2914","        2833","         653","        1339","          -5","         560","        1637","        -115","          51","       19.98","        2444","       29.99","       11.49","           0","          22","           0","           0","         0.4","         0.4","         0.2","         0.3","         0.2","          12","           3","         142","          76","          51","         601","           1","          38","           2","           0"
"     1328999","           0","           0","      5215.7","       51.78","          46","           7","       30900","        3.13","        0.71","           0","         982","          31","           0","           0","         640","          42","          50","          -9","           0","          -1",".","           0",".","        4683","        29.3","        1947","        2063","        2808","        1651","        1972","        2050","          -4","        -818","         502","       -1801","          16","        1.64","        1098","        8.32","        1.72","        1.63","           0","           0","          23","         0.3","         0.3","         0.2","         0.3","         0.2","           2","           5","          54","         306","          50","          17","         190","          52","         105","           0"
"     1329123","           0","           0","      2416.5","       42.21","          62","           6","       13800","        1.76","        0.87","          79","         444","          24","           0","           0","         247","         122","          29","          36","           0",".",".","           0",".","        1523","       23.33","         541","        1036","        3721","         668","         569","         555","           1","          37","         983","          74","          30","           0","         822","        4.44","           0","           0","          21","           0","          21","           0","           0","         0.2","           0","         0.2","           2","           0","          82","          65","           5","         197","          88","          10","          19","           0"
"     1329160","           0","           0","      5705.7","       80.65","          33","          12","       19200","        1.62","        0.45","          69","         924","          37","           0","           2","         115","          56","          11","          21","           0",".",".","          -3",".","        2379","       49.99","        1302","        1032","        1665","        1234","        1334","        1200","           0","         138","          63","        -175","          12","           0","        1108","         0.2","           0","           0","           4","           0","          29","           0","           0","           0","           0","           0","           0","           0","          78","          94","           3","          66","          30","          32","          11","           0"
"     1329187","           0","           0","      5125.4",".","          51","           1","       25100","        0.47","         0.4","           9",".","          35","           0","           0","         105","         327","          60","         106",".","          -2",".","           2",".","        2327",".","        2112","        2317","        2033","          56","        2132","        2148","           1","         431","        1623","        -641","           1",".",".",".",".",".","           0","           0","           2","           0","           0","           0","           0","           0","           3","           4","          47","         161","           7","         365","          45","          47","          40","           0"
"     1329243","           0","           0","      8320.1","       67.35","          50","           5","       22100","        0.35","        0.44","          72","         790","          36","           0","           0","         503","         180","          52","          70",".","          -2",".","           0",".","        4916","          16","        1172","        3448","        2007","        1247","          27","         558","           6","         230","        -482","        1215","          11","           0","         927","         0.1","           0","       33.35","           3","           0","           7","         0.3","         0.3","         0.2","         0.3","         0.2","           0","           6","          40","         161","          55","         207","          30","           8","          14","           0"
"     1329295","           0","           0","      1597.7","       48.59","          46","          10","       45600","        0.94","        0.81","          47","        1831","          41","           0","           1","         131","         270","           5","          10","          -2","          -2","          -1","          -1","          -2","        3959","       26.66","        5689","        1161","         805","        5804","        5740","        5777","          -1","          -2","         151","         607","           3","           0","         766","        18.6","        3.33","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","          34","          51","          36","          10","          40","          71","           3","           0"
"     1329427","           0","           0","      2734.9","       81.47","          28","          12","       31800","        0.84","        0.81","          78","        2205","          35","           0","           2","         200","         185","          42","          25","           0",".",".",".",".","        5019","       49.99","        1993","        1486","        2060","        2180","        1892","        2208","          -1","         195","        -167","        1132","           3","           0","        1725","       21.49","           0","           0","          12","           0","           6","           0","           0","           0","           0","           0","           0","           3","         220","          69","           4","         203","           2","           1","          98","           0"
"     1329587","           0","           0","      9803.2","          43","          26","           3","       34200","        2.56","        0.17","           0","        1854","          33","           0","           0","         193","         299","          29","          70","          -1","           2",".","           1",".","        7583","          19","        3616","         696","        1820","         143","         172","          81","           7","         270","        -478","        -297","          45","           0","         987","         0.2","           0","           0","          14","           0","           4","           0","           0","           0","           0","           0","           1","           5","          35","          30","         196","          35","         246","         410","          65","           0"
"     1329676","           0","           0","      9643.4","       51.78","          46","           7","       45500","        2.23","        0.71","          87","         982","          24","           0","           1","         552","         930","         145","        -247","          -2",".",".",".","           0","        9270","        29.3","        4587","        6465","        5321","        4647","        4639","        4594","          -2","        -256","         518","       -1240","          26","        1.64","        1098","        8.32","        1.72","        1.63","           0","           0","           0","         0.3","         0.3","         0.2","         0.3","         0.2","           8","           6","          67","         137","           1","         266","          41","          72","          36","           0"
"     1329814","           0","           0","       19243","       81.19","          33","           6","       68000","         3.5","        0.21","          68","           7","           3","           0","           0","         528","        1336","           1","         253","           0",".",".",".",".","       16829","          50","        2524","        6207","        5917","         377","         176","         168","          -3","         800","        2443","        -479","          12","           0","        3192","          20","           0","           0","          13","           0","           0","           0","           0","           0","           0","           0","           0","           3","          76","         558","         477","         414","         144","         760","         416","           0"
"     1329956","           0","           0","     12482.3","       46.58","          55","           2","       33900","        0.71","        0.67","          83","          53","          23","           0","           0","         934","         750","           5","         187",".",".",".",".",".","       18119","       34.99","        3542","        2506","        2094","        3555","        3418","        3468","           0","         -91","          62","          65","           3","           0","        2240","        21.5","           0","           0","           4","           0","          24","           0","           0","           0","           0","           0","           1","           4","          78","           3","          19","         726","           1","           3","           2","           0"
"     1330048","           1","           0","      3802.4","       51.78","          46","           7","       30600","        4.17","        0.38","          91","         982","          22","           0","           2","         -95","         104","          -1","          21","          -1","           6","           2","          -2","           1","         266","        29.3","        1167","         940","         274","        1244","         816","        1058","           0","         184","         266","         -73","          26","        1.64","        1098","        8.32","        1.72","        1.63","          13","           0","           0","           0","           0","           0","           0","           0","           0","           0","          42","          87","         114","          69","          13","          32","          80","           0"
"     1330086","           0","           0","      7737.4","       36.15","          37","          10","       22000","        1.11","        0.61","          49","        1714","          21","           0","           6","          -9","        1165","          62","          36","           0",".",".",".",".","        5281","        17.5","        4591","        3397","        1247","        4688","        4558","        4749","           1","          -4","         190","         -96","           2","           0","        6860","       18.65","        4.66","           0","           6","           0","           3","           0","           0","           0","           0","           0","           0","           0","         142","         165","          28","           3","          38","          26","           3","           0"
"     1330108","           0","           1","      8844.9","       47.28","          31","          10","       35200","        0.95","        0.08","           8","         741","          22","           0","           0","         440","         563","          40","          36",".",".",".",".",".","        9000","          30","        1101","        2249","        2216","        1000","        1064","        1215","          -3","         -71","         589","         768","          12","           0","        1210","       10.61","           0","       10.61","           0","           0","           0","           0","           0","           0","           0","           0","           0","           5","          80","          78","          35","           9","         117","          32","          79","           0"
"     1330228","           0","           0","      5323.1","       81.55","          34","           5","       43500","        5.35","        0.31","          83","         841","          21","           0","           6","         630","          74","          75","         -84","           1",".",".",".",".","        7759","       49.99","        3090","        2613","        2382","        3159","        3216","        3030","           0","        1293","          68","         695","           4","           0","        1360","       20.24","           0","           0","           9","           0","           0","           0","           0","           0","           0","           0","           0","           0","         143","          52","          33","           2","          88","          36","           1","           0"
"     1330385","           1","           0","       505.7","       84.99","          59","           9","       43400","        6.14","        0.78","          11","         602","          19","           0","           0","         -43","         185","          -6","           9","           2","           1","           1","           4","           3","        1175","          45","        1441","         271","         907","        1270","        1425","        1433","          -3","        -116","        -241","         -10","           1","           0","         100","         0.3","           0","           0","           9","           0","           1","           0","           0","           0","           0","           0","           1","           6","          55","           1","           1","          17","           1","           4","           1","           0"
"     1330484","           0","           1","      4425.6","       62.28","          38","           6","       19900","        3.51","        0.41","          15","         574","           0","           0","           3","          22","          -7","          29","          38","           0",".",".","          -1",".","         946","       33.13","        2699","         598","        1952","        2557","        2601","        2805","          -2","        -239","        -171","         516","          20","        2.87","        1924","       14.41","        2.72","        1.42","          13","           0","           0","           0","           0","           0","           0","           0","           0","           0","          78","          54","          20","           6","           3","          37","           1","           0"
"     1330590","           0","           0","      5585.1","       66.26","          56","           8","       30200","        2.38","        0.59","          91","           0","          21","           0","           1","         226","         588","          16","          72",".","           0",".","           0",".","       11349","       49.99","        3053","        1567","        1746","        3194","        3203","        2901","           1","         874","        1708","         270","          26","           0","        1560","       11.28","           0","       11.28","          10","           0","           0","           0","           0","           0","           0","           0","           2","           6","          49","         186","          87","         229","          17","           8","          76","           0"
"     1330679","           0","           0","      9239.7","       69.99","          29","           1","       30200","        1.86","        0.48","          61","         839","          22","           0","           6","         126","          47","          22","         120",".","          -2",".","           1",".","        3686","       39.99","        2403","        2225","         943","        2493","        2432","        2474","          -2","          73","        1652","        -902","          15","           0","        2707","         0.2","           0","           0","          11","           0","           0","           0","           0","           0","           0","           0","           0","           5","          73","         689","          37","          50","           8","          44","          78","           0"
"     1330760","           0","           0","      2480.1","       59.76","          61","           4","       44900","        0.93","        0.79","          12","        1864","          17","           0","           5","          97","         170","          13","           1","           1","          -1","         -22","           2","          13","        1135","       49.99","         951","          -5","        1535","         931","         925","         912","          -1","        -134","         221","        -549","           4","           0","          14","           0","           0","       15.45","           7","           0","           0","           0","           0","           0","           0","           0","           1","           0","          61","         104","           9","          20","          14","          93","          12","           0"
"     1330774","           0","           0","       889.7","       97.42","          21","           2","       30800","        0.64","        0.48","          55","          92","          32","           0","           0","         114","         -48","         -18","           5","           0","           0","         -15","           0","          12","         680","       49.99","         998","        -127","        1320","        1021","         983","        1085","          -1","         329","         390","         -59","           2","        5.98","        1824","       46.76","        3.32","           0","           1","           0","           0","           0","           0","           0","           0","           0","           6","           0","          50","          28","           8","          36","          59","          40","          20","           0"
"     1330814","           0","           0","       485.4","       69.99","          62","           4","       45500","        2.23","        0.53","          86","         246","          24","           0","           0","        -110","          30","           9","          10","          -1","          -2","           0","           2","          -1","        -320","       39.99","       -2560","          42","        1281","         166","          78","          99","           2","         166","          78","          99","           4","           0","        2168","         0.2","           0","           0","           0","           0","           7","           0","           0","           0","           0","           0","           0","           0","          80","         183","          16","          39","          10","          83","           2","           0"
"     1330902","           0","           0","       819.9","       51.78","          46","           7","       44600","         0.9","        0.18","          90","         982","          34","           0","          11","         289","         126","           1","          10","           0","           3","           1","           6","           0","        1410","        29.3","        1005","         586","         955","        1010","         909","         944","           7","        -377","         374","         113","          28","        1.64","        1098","        8.32","        1.72","        1.63","          12","           0","           2","           0","           0","           0","           0","           0","           0","           0","          82","          14","         408","         174","         120","          76","          34","           0"
